attack_type,pokemon_id,pokemon,def_type1,def_type2,gen1_multiplier,modern_multiplier,dual,differs
fighting,40,wigglytuff,normal,,2,2,0,0
fighting,41,zubat,poison,flying,1/4,1/4,1,0
fighting,42,golbat,poison,flying,1/4,1/4,1,0
fighting,43,oddish,grass,poison,1/2,1/2,1,0
fighting,44,gloom,grass,poison,1/2,1/2,1,0
fighting,45,vileplume,grass,poison,1/2,1/2,1,0
fighting,46,paras,bug,grass,1/2,1/2,1,0
fighting,47,parasect,bug,grass,1/2,1/2,1,0
fighting,48,venonat,bug,poison,1/4,1/4,1,0
fighting,49,venomoth,bug,poison,1/4,1/4,1,0
fighting,50,diglett,ground,,1,1,0,0
fighting,51,dugtrio,ground,,1,1,0,0
fighting,52,meowth,normal,,2,2,0,0
fighting,53,persian,normal,,2,2,0,0
fighting,54,psyduck,water,,1,1,0,0
fighting,55,golduck,water,,1,1,0,0
fighting,56,mankey,fighting,,1,1,0,0
fighting,57,primeape,fighting,,1,1,0,0
fighting,58,growlithe,fire,,1,1,0,0
fighting,59,arcanine,fire,,1,1,0,0
fighting,60,poliwag,water,,1,1,0,0
fighting,61,poliwhirl,water,,1,1,0,0
fighting,62,poliwrath,water,fighting,1,1,1,0
fighting,63,abra,psychic,,1/2,1/2,0,0
fighting,64,kadabra,psychic,,1/2,1/2,0,0
fighting,65,alakazam,psychic,,1/2,1/2,0,0
fighting,66,machop,fighting,,1,1,0,0
fighting,67,machoke,fighting,,1,1,0,0
fighting,68,machamp,fighting,,1,1,0,0
fighting,69,bellsprout,grass,poison,1/2,1/2,1,0
fighting,70,weepinbell,grass,poison,1/2,1/2,1,0
fighting,71,victreebel,grass,poison,1/2,1/2,1,0
fighting,72,tentacool,water,poison,1/2,1/2,1,0
fighting,73,tentacruel,water,poison,1/2,1/2,1,0
fighting,74,geodude,rock,ground,2,2,1,0
fighting,75,graveler,rock,ground,2,2,1,0
fighting,76,golem,rock,ground,2,2,1,0
fighting,77,ponyta,fire,,1,1,0,0
fighting,78,rapidash,fire,,1,1,0,0
fighting,79,slowpoke,water,psychic,1/2,1/2,1,0
fighting,80,slowbro,water,psychic,1/2,1/2,1,0
fighting,81,magnemite,electric,,1,1,0,0
fighting,82,magneton,electric,,1,1,0,0
fighting,83,farfetchd,normal,flying,1,1,1,0
fighting,84,doduo,normal,flying,1,1,1,0
fighting,85,dodrio,normal,flying,1,1,1,0
fighting,86,seel,water,,1,1,0,0
fighting,87,dewgong,water,ice,2,2,1,0
fighting,88,grimer,poison,,1/2,1/2,0,0
fighting,89,muk,poison,,1/2,1/2,0,0
fighting,90,shellder,water,,1,1,0,0
fighting,91,cloyster,water,ice,2,2,1,0
fighting,92,gastly,ghost,poison,0,0,1,0
fighting,93,haunter,ghost,poison,0,0,1,0
fighting,94,gengar,ghost,poison,0,0,1,0
fighting,95,onix,rock,ground,2,2,1,0
fighting,96,drowzee,psychic,,1/2,1/2,0,0
fighting,97,hypno,psychic,,1/2,1/2,0,0
fighting,98,krabby,water,,1,1,0,0
fighting,99,kingler,water,,1,1,0,0
fighting,100,voltorb,electric,,1,1,0,0
fighting,101,electrode,electric,,1,1,0,0
fighting,102,exeggcute,grass,psychic,1/2,1/2,1,0
fighting,103,exeggutor,grass,psychic,1/2,1/2,1,0
fighting,104,cubone,ground,,1,1,0,0
fighting,105,marowak,ground,,1,1,0,0
fighting,106,hitmonlee,fighting,,1,1,0,0
fighting,107,hitmonchan,fighting,,1,1,0,0
fighting,108,lickitung,normal,,2,2,0,0
fighting,109,koffing,poison,,1/2,1/2,0,0
fighting,110,weezing,poison,,1/2,1/2,0,0
fighting,111,rhyhorn,ground,rock,2,2,1,0
fighting,112,rhydon,ground,rock,2,2,1,0
fighting,113,chansey,normal,,2,2,0,0
fighting,114,tangela,grass,,1,1,0,0
fighting,115,kangaskhan,normal,,2,2,0,0
fighting,116,horsea,water,,1,1,0,0
fighting,117,seadra,water,,1,1,0,0
fighting,118,goldeen,water,,1,1,0,0
fighting,119,seaking,water,,1,1,0,0
fighting,120,staryu,water,,1,1,0,0
fighting,121,starmie,water,psychic,1/2,1/2,1,0
fighting,122,mr-mime,psychic,,1/2,1/2,0,0
fighting,123,scyther,bug,flying,1/4,1/4,1,0
fighting,124,jynx,ice,psychic,1,1,1,0
fighting,125,electabuzz,electric,,1,1,0,0
fighting,126,magmar,fire,,1,1,0,0
fighting,127,pinsir,bug,,1/2,1/2,0,0
fighting,128,tauros,normal,,2,2,0,0
fighting,129,magikarp,water,,1,1,0,0
fighting,130,gyarados,water,flying,1/2,1/2,1,0
fighting,131,lapras,water,ice,2,2,1,0
fighting,132,ditto,normal,,2,2,0,0
fighting,133,eevee,normal,,2,2,0,0
fighting,134,vaporeon,water,,1,1,0,0
fighting,135,jolteon,electric,,1,1,0,0
fighting,136,flareon,fire,,1,1,0,0
fighting,137,porygon,normal,,2,2,0,0
fighting,138,omanyte,rock,water,2,2,1,0
fighting,139,omastar,rock,water,2,2,1,0
fighting,140,kabuto,rock,water,2,2,1,0
fighting,141,kabutops,rock,water,2,2,1,0
fighting,142,aerodactyl,rock,flying,1,1,1,0
fighting,143,snorlax,normal,,2,2,0,0
fighting,144,articuno,ice,flying,1,1,1,0
fighting,145,zapdos,electric,flying,1/2,1/2,1,0
fighting,146,moltres,fire,flying,1/2,1/2,1,0
fighting,147,dratini,dragon,,1,1,0,0
fighting,148,dragonair,dragon,,1,1,0,0
fighting,149,dragonite,dragon,flying,1/2,1/2,1,0
fighting,150,mewtwo,psychic,,1/2,1/2,0,0
fighting,151,mew,psychic,,1/2,1/2,0,0
flying,1,bulbasaur,grass,poison,2,2,1,0
flying,2,ivysaur,grass,poison,2,2,1,0
flying,3,venusaur,grass,poison,2,2,1,0
flying,4,charmander,fire,,1,1,0,0
flying,5,charmeleon,fire,,1,1,0,0
flying,6,charizard,fire,flying,1,1,1,0
flying,7,squirtle,water,,1,1,0,0
flying,8,wartortle,water,,1,1,0,0
flying,9,blastoise,water,,1,1,0,0
flying,10,caterpie,bug,,2,2,0,0
flying,11,metapod,bug,,2,2,0,0
flying,12,butterfree,bug,flying,2,2,1,0
flying,13,weedle,bug,poison,2,2,1,0
flying,14,kakuna,bug,poison,2,2,1,0
flying,15,beedrill,bug,poison,2,2,1,0
flying,16,pidgey,normal,flying,1,1,1,0
flying,17,pidgeotto,normal,flying,1,1,1,0
flying,18,pidgeot,normal,flying,1,1,1,0
flying,19,rattata,normal,,1,1,0,0
flying,20,raticate,normal,,1,1,0,0
flying,21,spearow,normal,flying,1,1,1,0
flying,22,fearow,normal,flying,1,1,1,0
flying,23,ekans,poison,,1,1,0,0
flying,24,arbok,poison,,1,1,0,0
flying,25,pikachu,electric,,1/2,1/2,0,0
flying,26,raichu,electric,,1/2,1/2,0,0
flying,27,sandshrew,ground,,1,1,0,0
flying,28,sandslash,ground,,1,1,0,0
flying,29,nidoran-f,poison,,1,1,0,0
flying,30,nidorina,poison,,1,1,0,0
flying,31,nidoqueen,poison,ground,1,1,1,0
flying,32,nidoran-m,poison,,1,1,0,0
flying,33,nidorino,poison,,1,1,0,0
flying,34,nidoking,poison,ground,1,1,1,0
flying,35,clefairy,normal,,1,1,0,0
flying,36,clefable,normal,,1,1,0,0
flying,37,vulpix,fire,,1,1,0,0
flying,38,ninetales,fire,,1,1,0,0
flying,39,jigglypuff,normal,,1,1,0,0
flying,40,wigglytuff,normal,,1,1,0,0
flying,41,zubat,poison,flying,1,1,1,0
flying,42,golbat,poison,flying,1,1,1,0
flying,43,oddish,grass,poison,2,2,1,0
flying,44,gloom,grass,poison,2,2,1,0
flying,45,vileplume,grass,poison,2,2,1,0
flying,46,paras,bug,grass,4,4,1,0
flying,47,parasect,bug,grass,4,4,1,0
flying,48,venonat,bug,poison,2,2,1,0
flying,49,venomoth,bug,poison,2,2,1,0
flying,50,diglett,ground,,1,1,0,0
flying,51,dugtrio,ground,,1,1,0,0
flying,52,meowth,normal,,1,1,0,0
flying,53,persian,normal,,1,1,0,0
flying,54,psyduck,water,,1,1,0,0
flying,55,golduck,water,,1,1,0,0
flying,56,mankey,fighting,,2,2,0,0
flying,57,primeape,fighting,,2,2,0,0
flying,58,growlithe,fire,,1,1,0,0
flying,59,arcanine,fire,,1,1,0,0
flying,60,poliwag,water,,1,1,0,0
flying,61,poliwhirl,water,,1,1,0,0
flying,62,poliwrath,water,fighting,2,2,1,0
flying,63,abra,psychic,,1,1,0,0
flying,64,kadabra,psychic,,1,1,0,0
flying,65,alakazam,psychic,,1,1,0,0
flying,66,machop,fighting,,2,2,0,0
flying,67,machoke,fighting,,2,2,0,0
flying,68,machamp,fighting,,2,2,0,0
flying,69,bellsprout,grass,poison,2,2,1,0
flying,70,weepinbell,grass,poison,2,2,1,0
flying,71,victreebel,grass,poison,2,2,1,0
flying,72,tentacool,water,poison,1,1,1,0
flying,73,tentacruel,water,poison,1,1,1,0
flying,74,geodude,rock,ground,1/2,1/2,1,0
flying,75,graveler,rock,ground,1/2,1/2,1,0
flying,76,golem,rock,ground,1/2,1/2,1,0
flying,77,ponyta,fire,,1,1,0,0
flying,78,rapidash,fire,,1,1,0,0
flying,79,slowpoke,water,psychic,1,1,1,0
flying,80,slowbro,water,psychic,1,1,1,0
flying,81,magnemite,electric,,1/2,1/2,0,0
flying,82,magneton,electric,,1/2,1/2,0,0
flying,83,farfetchd,normal,flying,1,1,1,0
flying,84,doduo,normal,flying,1,1,1,0
flying,85,dodrio,normal,flying,1,1,1,0
flying,86,seel,water,,1,1,0,0
flying,87,dewgong,water,ice,1,1,1,0
flying,88,grimer,poison,,1,1,0,0
flying,89,muk,poison,,1,1,0,0
flying,90,shellder,water,,1,1,0,0
flying,91,cloyster,water,ice,1,1,1,0
flying,92,gastly,ghost,poison,1,1,1,0
flying,93,haunter,ghost,poison,1,1,1,0
flying,94,gengar,ghost,poison,1,1,1,0
flying,95,onix,rock,ground,1/2,1/2,1,0
flying,96,drowzee,psychic,,1,1,0,0
flying,97,hypno,psychic,,1,1,0,0
flying,98,krabby,water,,1,1,0,0
flying,99,kingler,water,,1,1,0,0
flying,100,voltorb,electric,,1/2,1/2,0,0
flying,101,electrode,electric,,1/2,1/2,0,0
flying,102,exeggcute,grass,psychic,2,2,1,0
flying,103,exeggutor,grass,psychic,2,2,1,0
flying,104,cubone,ground,,1,1,0,0
flying,105,marowak,ground,,1,1,0,0
flying,106,hitmonlee,fighting,,2,2,0,0
flying,107,hitmonchan,fighting,,2,2,0,0
flying,108,lickitung,normal,,1,1,0,0
flying,109,koffing,poison,,1,1,0,0
flying,110,weezing,poison,,1,1,0,0
flying,111,rhyhorn,ground,rock,1/2,1/2,1,0
flying,112,rhydon,ground,rock,1/2,1/2,1,0
flying,113,chansey,normal,,1,1,0,0
flying,114,tangela,grass,,2,2,0,0
flying,115,kangaskhan,normal,,1,1,0,0
flying,116,horsea,water,,1,1,0,0
flying,117,seadra,water,,1,1,0,0
flying,118,goldeen,water,,1,1,0,0
flying,119,seaking,water,,1,1,0,0
flying,120,staryu,water,,1,1,0,0
flying,121,starmie,water,psychic,1,1,1,0
flying,122,mr-mime,psychic,,1,1,0,0
flying,123,scyther,bug,flying,2,2,1,0
flying,124,jynx,ice,psychic,1,1,1,0
flying,125,electabuzz,electric,,1/2,1/2,0,0
flying,126,magmar,fire,,1,1,0,0
flying,127,pinsir,bug,,2,2,0,0
flying,128,tauros,normal,,1,1,0,0
flying,129,magikarp,water,,1,1,0,0
flying,130,gyarados,water,flying,1,1,1,0
flying,131,lapras,water,ice,1,1,1,0
flying,132,ditto,normal,,1,1,0,0
flying,133,eevee,normal,,1,1,0,0
flying,134,vaporeon,water,,1,1,0,0
flying,135,jolteon,electric,,1/2,1/2,0,0
flying,136,flareon,fire,,1,1,0,0
flying,137,porygon,normal,,1,1,0,0
flying,138,omanyte,rock,water,1/2,1/2,1,0
flying,139,omastar,rock,water,1/2,1/2,1,0
flying,140,kabuto,rock,water,1/2,1/2,1,0
flying,141,kabutops,rock,water,1/2,1/2,1,0
flying,142,aerodactyl,rock,flying,1/2,1/2,1,0
flying,143,snorlax,normal,,1,1,0,0
flying,144,articuno,ice,flying,1,1,1,0
flying,145,zapdos,electric,flying,1/2,1/2,1,0
flying,146,moltres,fire,flying,1,1,1,0
flying,147,dratini,dragon,,1,1,0,0
flying,148,dragonair,dragon,,1,1,0,0
flying,149,dragonite,dragon,flying,1,1,1,0
flying,150,mewtwo,psychic,,1,1,0,0
flying,151,mew,psychic,,1,1,0,0
poison,1,bulbasaur,grass,poison,1,1,1,0
poison,2,ivysaur,grass,poison,1,1,1,0
poison,3,venusaur,grass,poison,1,1,1,0
poison,4,charmander,fire,,1,1,0,0
poison,5,charmeleon,fire,,1,1,0,0
poison,6,charizard,fire,flying,1,1,1,0
poison,7,squirtle,water,,1,1,0,0
poison,8,wartortle,water,,1,1,0,0
poison,9,blastoise,water,,1,1,0,0
poison,10,caterpie,bug,,2,1,0,1
poison,11,metapod,bug,,2,1,0,1
poison,12,butterfree,bug,flying,2,1,1,1
poison,13,weedle,bug,poison,1,1/2,1,1
poison,14,kakuna,bug,poison,1,1/2,1,1
poison,15,beedrill,bug,poison,1,1/2,1,1
poison,16,pidgey,normal,flying,1,1,1,0
poison,17,pidgeotto,normal,flying,1,1,1,0
poison,18,pidgeot,normal,flying,1,1,1,0
poison,19,rattata,normal,,1,1,0,0
poison,20,raticate,normal,,1,1,0,0
poison,21,spearow,normal,flying,1,1,1,0
poison,22,fearow,normal,flying,1,1,1,0
poison,23,ekans,poison,,1/2,1/2,0,0
poison,24,arbok,poison,,1/2,1/2,0,0
poison,25,pikachu,electric,,1,1,0,0
poison,26,raichu,electric,,1,1,0,0
poison,27,sandshrew,ground,,1/2,1/2,0,0
poison,28,sandslash,ground,,1/2,1/2,0,0
poison,29,nidoran-f,poison,,1/2,1/2,0,0
poison,30,nidorina,poison,,1/2,1/2,0,0
poison,31,nidoqueen,poison,ground,1/4,1/4,1,0
poison,32,nidoran-m,poison,,1/2,1/2,0,0
poison,33,nidorino,poison,,1/2,1/2,0,0
poison,34,nidoking,poison,ground,1/4,1/4,1,0
poison,35,clefairy,normal,,1,1,0,0
poison,36,clefable,normal,,1,1,0,0
poison,37,vulpix,fire,,1,1,0,0
poison,38,ninetales,fire,,1,1,0,0
poison,39,jigglypuff,normal,,1,1,0,0
poison,40,wigglytuff,normal,,1,1,0,0
poison,41,zubat,poison,flying,1/2,1/2,1,0
poison,42,golbat,poison,flying,1/2,1/2,1,0
poison,43,oddish,grass,poison,1,1,1,0
poison,44,gloom,grass,poison,1,1,1,0
poison,45,vileplume,grass,poison,1,1,1,0
poison,46,paras,bug,grass,4,2,1,1
poison,47,parasect,bug,grass,4,2,1,1
poison,48,venonat,bug,poison,1,1/2,1,1
poison,49,venomoth,bug,poison,1,1/2,1,1
poison,50,diglett,ground,,1/2,1/2,0,0
poison,51,dugtrio,ground,,1/2,1/2,0,0
poison,52,meowth,normal,,1,1,0,0
poison,53,persian,normal,,1,1,0,0
poison,54,psyduck,water,,1,1,0,0
poison,55,golduck,water,,1,1,0,0
poison,56,mankey,fighting,,1,1,0,0
poison,57,primeape,fighting,,1,1,0,0
poison,58,growlithe,fire,,1,1,0,0
poison,59,arcanine,fire,,1,1,0,0
poison,60,poliwag,water,,1,1,0,0
poison,61,poliwhirl,water,,1,1,0,0
poison,62,poliwrath,water,fighting,1,1,1,0
poison,63,abra,psychic,,1,1,0,0
poison,64,kadabra,psychic,,1,1,0,0
poison,65,alakazam,psychic,,1,1,0,0
poison,66,machop,fighting,,1,1,0,0
poison,67,machoke,fighting,,1,1,0,0
poison,68,machamp,fighting,,1,1,0,0
poison,69,bellsprout,grass,poison,1,1,1,0
poison,70,weepinbell,grass,poison,1,1,1,0
poison,71,victreebel,grass,poison,1,1,1,0
poison,72,tentacool,water,poison,1/2,1/2,1,0
poison,73,tentacruel,water,poison,1/2,1/2,1,0
poison,74,geodude,rock,ground,1/4,1/4,1,0
poison,75,graveler,rock,ground,1/4,1/4,1,0
poison,76,golem,rock,ground,1/4,1/4,1,0
poison,77,ponyta,fire,,1,1,0,0
poison,78,rapidash,fire,,1,1,0,0
poison,79,slowpoke,water,psychic,1,1,1,0
poison,80,slowbro,water,psychic,1,1,1,0
poison,81,magnemite,electric,,1,1,0,0
poison,82,magneton,electric,,1,1,0,0
poison,83,farfetchd,normal,flying,1,1,1,0
poison,84,doduo,normal,flying,1,1,1,0
poison,85,dodrio,normal,flying,1,1,1,0
poison,86,seel,water,,1,1,0,0
poison,87,dewgong,water,ice,1,1,1,0
poison,88,grimer,poison,,1/2,1/2,0,0
poison,89,muk,poison,,1/2,1/2,0,0
poison,90,shellder,water,,1,1,0,0
poison,91,cloyster,water,ice,1,1,1,0
poison,92,gastly,ghost,poison,1/4,1/4,1,0
poison,93,haunter,ghost,poison,1/4,1/4,1,0
poison,94,gengar,ghost,poison,1/4,1/4,1,0
poison,95,onix,rock,ground,1/4,1/4,1,0
poison,96,drowzee,psychic,,1,1,0,0
poison,97,hypno,psychic,,1,1,0,0
poison,98,krabby,water,,1,1,0,0
poison,99,kingler,water,,1,1,0,0
poison,100,voltorb,electric,,1,1,0,0
poison,101,electrode,electric,,1,1,0,0
poison,102,exeggcute,grass,psychic,2,2,1,0
poison,103,exeggutor,grass,psychic,2,2,1,0
poison,104,cubone,ground,,1/2,1/2,0,0
poison,105,marowak,ground,,1/2,1/2,0,0
poison,106,hitmonlee,fighting,,1,1,0,0
poison,107,hitmonchan,fighting,,1,1,0,0
poison,108,lickitung,normal,,1,1,0,0
poison,109,koffing,poison,,1/2,1/2,0,0
poison,110,weezing,poison,,1/2,1/2,0,0
poison,111,rhyhorn,ground,rock,1/4,1/4,1,0
poison,112,rhydon,ground,rock,1/4,1/4,1,0
poison,113,chansey,normal,,1,1,0,0
poison,114,tangela,grass,,2,2,0,0
poison,115,kangaskhan,normal,,1,1,0,0
poison,116,horsea,water,,1,1,0,0
poison,117,seadra,water,,1,1,0,0
poison,118,goldeen,water,,1,1,0,0
poison,119,seaking,water,,1,1,0,0
poison,120,staryu,water,,1,1,0,0
poison,121,starmie,water,psychic,1,1,1,0
poison,122,mr-mime,psychic,,1,1,0,0
poison,123,scyther,bug,flying,2,1,1,1
poison,124,jynx,ice,psychic,1,1,1,0
poison,125,electabuzz,electric,,1,1,0,0
poison,126,magmar,fire,,1,1,0,0
poison,127,pinsir,bug,,2,1,0,1
poison,128,tauros,normal,,1,1,0,0
poison,129,magikarp,water,,1,1,0,0
poison,130,gyarados,water,flying,1,1,1,0
poison,131,lapras,water,ice,1,1,1,0
poison,132,ditto,normal,,1,1,0,0
poison,133,eevee,normal,,1,1,0,0
poison,134,vaporeon,water,,1,1,0,0
poison,135,jolteon,electric,,1,1,0,0
